,status,bus_age,route_name,yyyymmdd,count
429,值勤中,電巴車齡3年,60覺民幹線,2012-06-13,8
430,備用中,電巴車齡3年,60覺民幹線,2012-06-13,44
431,閒置中,電巴車齡3年,60覺民幹線,2012-06-13,30
432,充電中,電巴車齡3年,60覺民幹線,2012-06-14,41
433,值勤中,電巴車齡3年,60覺民幹線,2012-06-14,28
434,備用中,電巴車齡3年,60覺民幹線,2012-06-14,74
435,閒置中,電巴車齡3年,60覺民幹線,2012-06-14,46
436,充電中,電巴車齡3年,60覺民幹線,2012-06-15,10
437,值勤中,電巴車齡3年,60覺民幹線,2012-06-15,87
438,備用中,電巴車齡3年,60覺民幹線,2012-06-15,93
439,閒置中,電巴車齡3年,60覺民幹線,2012-06-15,94
440,充電中,電巴車齡3年,60覺民幹線,2012-06-16,53
441,值勤中,電巴車齡3年,60覺民幹線,2012-06-16,85
442,備用中,電巴車齡3年,60覺民幹線,2012-06-16,35
443,閒置中,電巴車齡3年,60覺民幹線,2012-06-16,10
444,充電中,電巴車齡3年,60覺民幹線,2012-06-17,88
445,值勤中,電巴車齡3年,60覺民幹線,2012-06-17,51
446,備用中,電巴車齡3年,60覺民幹線,2012-06-17,52
447,閒置中,電巴車齡3年,60覺民幹線,2012-06-17,49
448,充電中,電巴車齡3年,60覺民幹線,2012-06-18,69
449,值勤中,電巴車齡3年,60覺民幹線,2012-06-18,68
450,備用中,電巴車齡3年,60覺民幹線,2012-06-18,74
451,閒置中,電巴車齡3年,60覺民幹線,2012-06-18,34
452,充電中,電巴車齡3年,60覺民幹線,2012-06-19,97
453,值勤中,電巴車齡3年,60覺民幹線,2012-06-19,87
454,備用中,電巴車齡3年,60覺民幹線,2012-06-19,60
455,閒置中,電巴車齡3年,60覺民幹線,2012-06-19,92
456,充電中,電巴車齡3年,60覺民幹線,2012-06-20,62
457,值勤中,電巴車齡3年,60覺民幹線,2012-06-20,67
458,備用中,電巴車齡3年,60覺民幹線,2012-06-20,30
459,閒置中,電巴車齡3年,60覺民幹線,2012-06-20,65
460,充電中,電巴車齡3年,60覺民幹線,2012-06-21,8
461,值勤中,電巴車齡3年,60覺民幹線,2012-06-21,76
462,備用中,電巴車齡3年,60覺民幹線,2012-06-21,71
463,閒置中,電巴車齡3年,60覺民幹線,2012-06-21,60
464,充電中,電巴車齡3年,60覺民幹線,2012-06-22,13
465,值勤中,電巴車齡3年,60覺民幹線,2012-06-22,16
466,備用中,電巴車齡3年,60覺民幹線,2012-06-22,88
467,閒置中,電巴車齡3年,60覺民幹線,2012-06-22,84
468,充電中,電巴車齡3年,60覺民幹線,2012-06-23,29
469,值勤中,電巴車齡3年,60覺民幹線,2012-06-23,9
470,備用中,電巴車齡3年,60覺民幹線,2012-06-23,22
471,閒置中,電巴車齡3年,60覺民幹線,2012-06-23,88
472,充電中,電巴車齡3年,60覺民幹線,2012-06-24,82
473,值勤中,電巴車齡3年,60覺民幹線,2012-06-24,55
474,備用中,電巴車齡3年,60覺民幹線,2012-06-24,47
475,閒置中,電巴車齡3年,60覺民幹線,2012-06-24,81
476,充電中,電巴車齡3年,60覺民幹線,2012-06-25,68
477,值勤中,電巴車齡3年,60覺民幹線,2012-06-25,22
478,備用中,電巴車齡3年,60覺民幹線,2012-06-25,98
479,閒置中,電巴車齡3年,60覺民幹線,2012-06-25,13
480,充電中,電巴車齡3年,60覺民幹線,2012-06-26,18
481,值勤中,電巴車齡3年,60覺民幹線,2012-06-26,10
482,備用中,電巴車齡3年,60覺民幹線,2012-06-26,97
483,閒置中,電巴車齡3年,60覺民幹線,2012-06-26,89
484,充電中,電巴車齡3年,60覺民幹線,2012-06-27,18
485,值勤中,電巴車齡3年,60覺民幹線,2012-06-27,5
486,備用中,電巴車齡3年,60覺民幹線,2012-06-27,74
487,閒置中,電巴車齡3年,60覺民幹線,2012-06-27,64
488,充電中,電巴車齡3年,60覺民幹線,2012-06-28,87
489,值勤中,電巴車齡3年,60覺民幹線,2012-06-28,4
490,備用中,電巴車齡3年,60覺民幹線,2012-06-28,7
491,閒置中,電巴車齡3年,60覺民幹線,2012-06-28,19
492,充電中,電巴車齡3年,60覺民幹線,2012-06-29,76
493,值勤中,電巴車齡3年,60覺民幹線,2012-06-29,35
494,備用中,電巴車齡3年,60覺民幹線,2012-06-29,61
495,閒置中,電巴車齡3年,60覺民幹線,2012-06-29,19
496,充電中,電巴車齡3年,60覺民幹線,2012-06-30,36
497,值勤中,電巴車齡3年,60覺民幹線,2012-06-30,13
498,備用中,電巴車齡3年,60覺民幹線,2012-06-30,93
499,閒置中,電巴車齡3年,60覺民幹線,2012-06-30,94
500,充電中,電巴車齡3年,60覺民幹線,2012-07-01,15
501,值勤中,電巴車齡3年,60覺民幹線,2012-07-01,33
502,備用中,電巴車齡3年,60覺民幹線,2012-07-01,92
503,閒置中,電巴車齡3年,60覺民幹線,2012-07-01,4
504,充電中,電巴車齡3年,60覺民幹線,2012-07-02,19
505,值勤中,電巴車齡3年,60覺民幹線,2012-07-02,86
506,備用中,電巴車齡3年,60覺民幹線,2012-07-02,64
507,閒置中,電巴車齡3年,60覺民幹線,2012-07-02,18
508,充電中,電巴車齡3年,60覺民幹線,2012-07-03,23
509,值勤中,電巴車齡3年,60覺民幹線,2012-07-03,89
510,備用中,電巴車齡3年,60覺民幹線,2012-07-03,95
511,閒置中,電巴車齡3年,60覺民幹線,2012-07-03,28
512,充電中,電巴車齡3年,60覺民幹線,2012-07-04,98
513,值勤中,電巴車齡3年,60覺民幹線,2012-07-04,38
514,備用中,電巴車齡3年,60覺民幹線,2012-07-04,9
515,閒置中,電巴車齡3年,60覺民幹線,2012-07-04,15
516,充電中,電巴車齡3年,60覺民幹線,2012-07-05,2
517,值勤中,電巴車齡3年,60覺民幹線,2012-07-05,58
518,備用中,電巴車齡3年,60覺民幹線,2012-07-05,67
519,閒置中,電巴車齡3年,60覺民幹線,2012-07-05,12
520,充電中,電巴車齡3年,60覺民幹線,2012-07-06,47
521,值勤中,電巴車齡3年,60覺民幹線,2012-07-06,59
522,備用中,電巴車齡3年,60覺民幹線,2012-07-06,3
523,閒置中,電巴車齡3年,60覺民幹線,2012-07-06,45
524,充電中,電巴車齡3年,60覺民幹線,2012-07-07,24
525,值勤中,電巴車齡3年,60覺民幹線,2012-07-07,84
526,備用中,電巴車齡3年,60覺民幹線,2012-07-07,75
527,閒置中,電巴車齡3年,60覺民幹線,2012-07-07,94
528,充電中,電巴車齡3年,60覺民幹線,2012-07-08,54
529,值勤中,電巴車齡3年,60覺民幹線,2012-07-08,86
530,備用中,電巴車齡3年,60覺民幹線,2012-07-08,59
531,閒置中,電巴車齡3年,60覺民幹線,2012-07-08,85
532,充電中,電巴車齡3年,60覺民幹線,2012-07-09,26
533,值勤中,電巴車齡3年,60覺民幹線,2012-07-09,15
534,備用中,電巴車齡3年,60覺民幹線,2012-07-09,30
535,閒置中,電巴車齡3年,60覺民幹線,2012-07-09,8
536,充電中,電巴車齡3年,60覺民幹線,2012-07-10,60
537,值勤中,電巴車齡3年,60覺民幹線,2012-07-10,65
538,備用中,電巴車齡3年,60覺民幹線,2012-07-10,87
539,閒置中,電巴車齡3年,60覺民幹線,2012-07-10,82
540,充電中,電巴車齡3年,60覺民幹線,2012-07-11,72
541,值勤中,電巴車齡3年,60覺民幹線,2012-07-11,60
542,備用中,電巴車齡3年,60覺民幹線,2012-07-11,17
543,閒置中,電巴車齡3年,60覺民幹線,2012-07-11,87
544,充電中,電巴車齡3年,60覺民幹線,2012-07-12,100
545,值勤中,電巴車齡3年,60覺民幹線,2012-07-12,50
546,備用中,電巴車齡3年,60覺民幹線,2012-07-12,53
547,閒置中,電巴車齡3年,60覺民幹線,2012-07-12,51
548,充電中,電巴車齡3年,60覺民幹線,2012-07-13,98
549,值勤中,電巴車齡3年,60覺民幹線,2012-07-13,4
550,備用中,電巴車齡3年,60覺民幹線,2012-07-13,88
551,閒置中,電巴車齡3年,60覺民幹線,2012-07-13,40
552,充電中,電巴車齡3年,60覺民幹線,2012-07-14,62
553,值勤中,電巴車齡3年,60覺民幹線,2012-07-14,98
554,備用中,電巴車齡3年,60覺民幹線,2012-07-14,89
555,閒置中,電巴車齡3年,60覺民幹線,2012-07-14,30
556,充電中,電巴車齡3年,60覺民幹線,2012-07-15,94
557,值勤中,電巴車齡3年,60覺民幹線,2012-07-15,71
558,備用中,電巴車齡3年,60覺民幹線,2012-07-15,87
559,閒置中,電巴車齡3年,60覺民幹線,2012-07-15,100
560,充電中,電巴車齡3年,60覺民幹線,2012-07-16,63
561,值勤中,電巴車齡3年,60覺民幹線,2012-07-16,8
562,備用中,電巴車齡3年,60覺民幹線,2012-07-16,14
563,閒置中,電巴車齡3年,60覺民幹線,2012-07-16,37
564,充電中,電巴車齡3年,60覺民幹線,2012-07-17,37
565,值勤中,電巴車齡3年,60覺民幹線,2012-07-17,55
566,備用中,電巴車齡3年,60覺民幹線,2012-07-17,69
567,閒置中,電巴車齡3年,60覺民幹線,2012-07-17,70
568,充電中,電巴車齡3年,60覺民幹線,2012-07-18,4
569,值勤中,電巴車齡3年,60覺民幹線,2012-07-18,29
570,備用中,電巴車齡3年,60覺民幹線,2012-07-18,3
571,閒置中,電巴車齡3年,60覺民幹線,2012-07-18,18
572,充電中,電巴車齡3年,60覺民幹線,2012-07-19,72
573,值勤中,電巴車齡3年,60覺民幹線,2012-07-19,20
574,備用中,電巴車齡3年,60覺民幹線,2012-07-19,95
575,閒置中,電巴車齡3年,60覺民幹線,2012-07-19,86
576,充電中,電巴車齡3年,60覺民幹線,2012-07-20,3
577,值勤中,電巴車齡3年,60覺民幹線,2012-07-20,20
578,備用中,電巴車齡3年,60覺民幹線,2012-07-20,1
579,閒置中,電巴車齡3年,60覺民幹線,2012-07-20,77
580,充電中,電巴車齡3年,60覺民幹線,2012-07-21,10
581,值勤中,電巴車齡3年,60覺民幹線,2012-07-21,4
582,備用中,電巴車齡3年,60覺民幹線,2012-07-21,82
583,閒置中,電巴車齡3年,60覺民幹線,2012-07-21,30
584,充電中,電巴車齡3年,60覺民幹線,2012-07-22,84
585,值勤中,電巴車齡3年,60覺民幹線,2012-07-22,58
586,備用中,電巴車齡3年,60覺民幹線,2012-07-22,6
587,閒置中,電巴車齡3年,60覺民幹線,2012-07-22,48
588,充電中,電巴車齡3年,60覺民幹線,2012-07-23,70
589,值勤中,電巴車齡3年,60覺民幹線,2012-07-23,60
590,備用中,電巴車齡3年,60覺民幹線,2012-07-23,57
591,閒置中,電巴車齡3年,60覺民幹線,2012-07-23,99
592,充電中,電巴車齡3年,60覺民幹線,2012-07-24,7
593,值勤中,電巴車齡3年,60覺民幹線,2012-07-24,84
594,備用中,電巴車齡3年,60覺民幹線,2012-07-24,26
595,閒置中,電巴車齡3年,60覺民幹線,2012-07-24,87
596,充電中,電巴車齡3年,60覺民幹線,2012-07-25,32
597,值勤中,電巴車齡3年,60覺民幹線,2012-07-25,20
598,備用中,電巴車齡3年,60覺民幹線,2012-07-25,4
599,閒置中,電巴車齡3年,60覺民幹線,2012-07-25,47
600,充電中,電巴車齡3年,60覺民幹線,2012-07-26,44
601,值勤中,電巴車齡3年,60覺民幹線,2012-07-26,75
602,備用中,電巴車齡3年,60覺民幹線,2012-07-26,10
603,閒置中,電巴車齡3年,60覺民幹線,2012-07-26,28
604,充電中,電巴車齡3年,60覺民幹線,2012-07-27,54
605,值勤中,電巴車齡3年,60覺民幹線,2012-07-27,2
606,備用中,電巴車齡3年,60覺民幹線,2012-07-27,73
607,閒置中,電巴車齡3年,60覺民幹線,2012-07-27,39
608,充電中,電巴車齡3年,60覺民幹線,2012-07-28,8
609,值勤中,電巴車齡3年,60覺民幹線,2012-07-28,30
610,備用中,電巴車齡3年,60覺民幹線,2012-07-28,16
611,閒置中,電巴車齡3年,60覺民幹線,2012-07-28,35
612,充電中,電巴車齡3年,60覺民幹線,2012-07-29,86
613,值勤中,電巴車齡3年,60覺民幹線,2012-07-29,83
614,備用中,電巴車齡3年,60覺民幹線,2012-07-29,59
615,閒置中,電巴車齡3年,60覺民幹線,2012-07-29,69
616,充電中,電巴車齡3年,60覺民幹線,2012-07-30,92
617,值勤中,電巴車齡3年,60覺民幹線,2012-07-30,6
618,備用中,電巴車齡3年,60覺民幹線,2012-07-30,23
619,閒置中,電巴車齡3年,60覺民幹線,2012-07-30,31
620,充電中,電巴車齡3年,60覺民幹線,2012-07-31,66
621,值勤中,電巴車齡3年,60覺民幹線,2012-07-31,58
622,備用中,電巴車齡3年,60覺民幹線,2012-07-31,83
623,閒置中,電巴車齡3年,60覺民幹線,2012-07-31,37
624,充電中,電巴車齡3年,60覺民幹線,2012-08-01,35
625,值勤中,電巴車齡3年,60覺民幹線,2012-08-01,98
626,備用中,電巴車齡3年,60覺民幹線,2012-08-01,87
627,閒置中,電巴車齡3年,60覺民幹線,2012-08-01,93
628,充電中,電巴車齡3年,60覺民幹線,2012-08-02,1
629,值勤中,電巴車齡3年,60覺民幹線,2012-08-02,66
630,備用中,電巴車齡3年,60覺民幹線,2012-08-02,35
631,閒置中,電巴車齡3年,60覺民幹線,2012-08-02,12
632,充電中,電巴車齡3年,60覺民幹線,2012-08-03,69
633,值勤中,電巴車齡3年,60覺民幹線,2012-08-03,45
634,備用中,電巴車齡3年,60覺民幹線,2012-08-03,19
635,閒置中,電巴車齡3年,60覺民幹線,2012-08-03,40
636,充電中,電巴車齡3年,60覺民幹線,2012-08-04,29
637,值勤中,電巴車齡3年,60覺民幹線,2012-08-04,53
638,備用中,電巴車齡3年,60覺民幹線,2012-08-04,45
639,閒置中,電巴車齡3年,60覺民幹線,2012-08-04,34
640,充電中,電巴車齡3年,60覺民幹線,2012-08-05,68
641,值勤中,電巴車齡3年,60覺民幹線,2012-08-05,45
642,備用中,電巴車齡3年,60覺民幹線,2012-08-05,1
643,閒置中,電巴車齡3年,60覺民幹線,2012-08-05,92
644,充電中,電巴車齡3年,60覺民幹線,2012-08-06,9
645,值勤中,電巴車齡3年,60覺民幹線,2012-08-06,79
646,備用中,電巴車齡3年,60覺民幹線,2012-08-06,10
647,閒置中,電巴車齡3年,60覺民幹線,2012-08-06,63
648,充電中,電巴車齡3年,60覺民幹線,2012-08-07,18
649,值勤中,電巴車齡3年,60覺民幹線,2012-08-07,70
650,備用中,電巴車齡3年,60覺民幹線,2012-08-07,90
651,閒置中,電巴車齡3年,60覺民幹線,2012-08-07,57
652,充電中,電巴車齡3年,60覺民幹線,2012-08-08,96
653,值勤中,電巴車齡3年,60覺民幹線,2012-08-08,75
654,備用中,電巴車齡3年,60覺民幹線,2012-08-08,45
655,閒置中,電巴車齡3年,60覺民幹線,2012-08-08,45
656,充電中,電巴車齡3年,60覺民幹線,2012-08-09,64
657,值勤中,電巴車齡3年,60覺民幹線,2012-08-09,34
658,備用中,電巴車齡3年,60覺民幹線,2012-08-09,92
659,閒置中,電巴車齡3年,60覺民幹線,2012-08-09,90
660,充電中,電巴車齡3年,60覺民幹線,2012-08-10,21
661,值勤中,電巴車齡3年,60覺民幹線,2012-08-10,88
662,備用中,電巴車齡3年,60覺民幹線,2012-08-10,15
663,閒置中,電巴車齡3年,60覺民幹線,2012-08-10,38
664,充電中,電巴車齡3年,60覺民幹線,2012-08-11,22
665,值勤中,電巴車齡3年,60覺民幹線,2012-08-11,91
666,備用中,電巴車齡3年,60覺民幹線,2012-08-11,36
667,閒置中,電巴車齡3年,60覺民幹線,2012-08-11,57
668,充電中,電巴車齡3年,60覺民幹線,2012-08-12,31
669,值勤中,電巴車齡3年,60覺民幹線,2012-08-12,34
670,備用中,電巴車齡3年,60覺民幹線,2012-08-12,58
671,閒置中,電巴車齡3年,60覺民幹線,2012-08-12,41
672,充電中,電巴車齡3年,60覺民幹線,2012-08-13,96
673,值勤中,電巴車齡3年,60覺民幹線,2012-08-13,42
674,備用中,電巴車齡3年,60覺民幹線,2012-08-13,27
675,閒置中,電巴車齡3年,60覺民幹線,2012-08-13,22
676,充電中,電巴車齡3年,60覺民幹線,2012-08-14,80
677,值勤中,電巴車齡3年,60覺民幹線,2012-08-14,61
678,備用中,電巴車齡3年,60覺民幹線,2012-08-14,62
679,閒置中,電巴車齡3年,60覺民幹線,2012-08-14,38
680,充電中,電巴車齡3年,60覺民幹線,2012-08-15,9
681,值勤中,電巴車齡3年,60覺民幹線,2012-08-15,45
682,備用中,電巴車齡3年,60覺民幹線,2012-08-15,56
683,閒置中,電巴車齡3年,60覺民幹線,2012-08-15,38
684,充電中,電巴車齡3年,60覺民幹線,2012-08-16,78
685,值勤中,電巴車齡3年,60覺民幹線,2012-08-16,49
686,備用中,電巴車齡3年,60覺民幹線,2012-08-16,17
687,閒置中,電巴車齡3年,60覺民幹線,2012-08-16,62
688,充電中,電巴車齡3年,60覺民幹線,2012-08-17,100
689,值勤中,電巴車齡3年,60覺民幹線,2012-08-17,28
690,備用中,電巴車齡3年,60覺民幹線,2012-08-17,73
691,閒置中,電巴車齡3年,60覺民幹線,2012-08-17,22
692,充電中,電巴車齡3年,60覺民幹線,2012-08-18,79
693,值勤中,電巴車齡3年,60覺民幹線,2012-08-18,33
694,備用中,電巴車齡3年,60覺民幹線,2012-08-18,62
695,閒置中,電巴車齡3年,60覺民幹線,2012-08-18,42
696,充電中,電巴車齡3年,60覺民幹線,2012-08-19,38
697,值勤中,電巴車齡3年,60覺民幹線,2012-08-19,44
698,備用中,電巴車齡3年,60覺民幹線,2012-08-19,76
699,閒置中,電巴車齡3年,60覺民幹線,2012-08-19,73
700,充電中,電巴車齡3年,60覺民幹線,2012-08-20,49
701,值勤中,電巴車齡3年,60覺民幹線,2012-08-20,80
702,備用中,電巴車齡3年,60覺民幹線,2012-08-20,58
703,閒置中,電巴車齡3年,60覺民幹線,2012-08-20,83
704,充電中,電巴車齡3年,60覺民幹線,2012-08-21,93
705,值勤中,電巴車齡3年,60覺民幹線,2012-08-21,50
706,備用中,電巴車齡3年,60覺民幹線,2012-08-21,58
707,閒置中,電巴車齡3年,60覺民幹線,2012-08-21,77
708,充電中,電巴車齡3年,60覺民幹線,2012-08-22,44
709,值勤中,電巴車齡3年,60覺民幹線,2012-08-22,44
710,備用中,電巴車齡3年,60覺民幹線,2012-08-22,54
711,閒置中,電巴車齡3年,60覺民幹線,2012-08-22,66
712,充電中,電巴車齡3年,60覺民幹線,2012-08-23,40
713,值勤中,電巴車齡3年,60覺民幹線,2012-08-23,69
714,備用中,電巴車齡3年,60覺民幹線,2012-08-23,20
715,閒置中,電巴車齡3年,60覺民幹線,2012-08-23,49
716,充電中,電巴車齡3年,60覺民幹線,2012-08-24,58
717,值勤中,電巴車齡3年,60覺民幹線,2012-08-24,65
718,備用中,電巴車齡3年,60覺民幹線,2012-08-24,58
719,閒置中,電巴車齡3年,60覺民幹線,2012-08-24,44
720,充電中,電巴車齡3年,60覺民幹線,2012-08-25,64
721,值勤中,電巴車齡3年,60覺民幹線,2012-08-25,64
722,備用中,電巴車齡3年,60覺民幹線,2012-08-25,14
723,閒置中,電巴車齡3年,60覺民幹線,2012-08-25,28
724,充電中,電巴車齡3年,60覺民幹線,2012-08-26,90
725,值勤中,電巴車齡3年,60覺民幹線,2012-08-26,67
726,備用中,電巴車齡3年,60覺民幹線,2012-08-26,30
727,閒置中,電巴車齡3年,60覺民幹線,2012-08-26,4
728,充電中,電巴車齡3年,60覺民幹線,2012-08-27,38
729,值勤中,電巴車齡3年,60覺民幹線,2012-08-27,82
730,備用中,電巴車齡3年,60覺民幹線,2012-08-27,66
731,閒置中,電巴車齡3年,60覺民幹線,2012-08-27,71
732,充電中,電巴車齡3年,60覺民幹線,2012-08-28,81
733,值勤中,電巴車齡3年,60覺民幹線,2012-08-28,91
734,備用中,電巴車齡3年,60覺民幹線,2012-08-28,17
735,閒置中,電巴車齡3年,60覺民幹線,2012-08-28,11
736,充電中,電巴車齡3年,60覺民幹線,2012-08-29,30
737,值勤中,電巴車齡3年,60覺民幹線,2012-08-29,5
738,備用中,電巴車齡3年,60覺民幹線,2012-08-29,85
739,閒置中,電巴車齡3年,60覺民幹線,2012-08-29,80
740,充電中,電巴車齡3年,60覺民幹線,2012-08-30,55
741,值勤中,電巴車齡3年,60覺民幹線,2012-08-30,24
742,備用中,電巴車齡3年,60覺民幹線,2012-08-30,22
743,閒置中,電巴車齡3年,60覺民幹線,2012-08-30,11
744,充電中,電巴車齡3年,60覺民幹線,2012-08-31,36
745,值勤中,電巴車齡3年,60覺民幹線,2012-08-31,57
746,備用中,電巴車齡3年,60覺民幹線,2012-08-31,88
747,閒置中,電巴車齡3年,60覺民幹線,2012-08-31,21
748,充電中,電巴車齡3年,60覺民幹線,2012-09-01,58
749,值勤中,電巴車齡3年,60覺民幹線,2012-09-01,97
750,備用中,電巴車齡3年,60覺民幹線,2012-09-01,21
751,閒置中,電巴車齡3年,60覺民幹線,2012-09-01,40
752,充電中,電巴車齡3年,60覺民幹線,2012-09-02,9
753,值勤中,電巴車齡3年,60覺民幹線,2012-09-02,46
754,備用中,電巴車齡3年,60覺民幹線,2012-09-02,30
755,閒置中,電巴車齡3年,60覺民幹線,2012-09-02,16
756,充電中,電巴車齡3年,60覺民幹線,2012-09-03,71
757,值勤中,電巴車齡3年,60覺民幹線,2012-09-03,42
758,備用中,電巴車齡3年,60覺民幹線,2012-09-03,65
759,閒置中,電巴車齡3年,60覺民幹線,2012-09-03,21
760,充電中,電巴車齡3年,60覺民幹線,2012-09-04,70
761,值勤中,電巴車齡3年,60覺民幹線,2012-09-04,88
762,備用中,電巴車齡3年,60覺民幹線,2012-09-04,77
763,閒置中,電巴車齡3年,60覺民幹線,2012-09-04,72
764,充電中,電巴車齡3年,60覺民幹線,2012-09-05,35
765,值勤中,電巴車齡3年,60覺民幹線,2012-09-05,52
766,備用中,電巴車齡3年,60覺民幹線,2012-09-05,48
767,閒置中,電巴車齡3年,60覺民幹線,2012-09-05,83
768,充電中,電巴車齡3年,60覺民幹線,2012-09-06,44
769,值勤中,電巴車齡3年,60覺民幹線,2012-09-06,74
770,備用中,電巴車齡3年,60覺民幹線,2012-09-06,100
771,閒置中,電巴車齡3年,60覺民幹線,2012-09-06,64
772,充電中,電巴車齡3年,60覺民幹線,2012-09-07,81
773,值勤中,電巴車齡3年,60覺民幹線,2012-09-07,9
774,備用中,電巴車齡3年,60覺民幹線,2012-09-07,16
775,閒置中,電巴車齡3年,60覺民幹線,2012-09-07,34
776,充電中,電巴車齡3年,60覺民幹線,2012-09-08,54
777,值勤中,電巴車齡3年,60覺民幹線,2012-09-08,33
778,備用中,電巴車齡3年,60覺民幹線,2012-09-08,58
779,閒置中,電巴車齡3年,60覺民幹線,2012-09-08,38
780,充電中,電巴車齡3年,60覺民幹線,2012-09-09,92
781,值勤中,電巴車齡3年,60覺民幹線,2012-09-09,12
782,備用中,電巴車齡3年,60覺民幹線,2012-09-09,41
783,閒置中,電巴車齡3年,60覺民幹線,2012-09-09,9
784,充電中,電巴車齡3年,60覺民幹線,2012-09-10,1
785,值勤中,電巴車齡3年,60覺民幹線,2012-09-10,78
786,備用中,電巴車齡3年,60覺民幹線,2012-09-10,22
787,閒置中,電巴車齡3年,60覺民幹線,2012-09-10,64
788,充電中,電巴車齡3年,60覺民幹線,2012-09-11,23
789,值勤中,電巴車齡3年,60覺民幹線,2012-09-11,85
790,備用中,電巴車齡3年,60覺民幹線,2012-09-11,38
791,閒置中,電巴車齡3年,60覺民幹線,2012-09-11,72
792,充電中,電巴車齡3年,60覺民幹線,2012-09-12,61
793,值勤中,電巴車齡3年,60覺民幹線,2012-09-12,11
794,備用中,電巴車齡3年,60覺民幹線,2012-09-12,100
795,閒置中,電巴車齡3年,60覺民幹線,2012-09-12,51
796,充電中,電巴車齡3年,60覺民幹線,2012-09-13,35
797,值勤中,電巴車齡3年,60覺民幹線,2012-09-13,53
798,備用中,電巴車齡3年,60覺民幹線,2012-09-13,68
799,閒置中,電巴車齡3年,60覺民幹線,2012-09-13,21
800,充電中,電巴車齡3年,60覺民幹線,2012-09-14,87
801,值勤中,電巴車齡3年,60覺民幹線,2012-09-14,43
802,備用中,電巴車齡3年,60覺民幹線,2012-09-14,14
803,閒置中,電巴車齡3年,60覺民幹線,2012-09-14,12
804,充電中,電巴車齡3年,60覺民幹線,2012-09-15,33
805,值勤中,電巴車齡3年,60覺民幹線,2012-09-15,22
806,備用中,電巴車齡3年,60覺民幹線,2012-09-15,32
807,閒置中,電巴車齡3年,60覺民幹線,2012-09-15,97
808,充電中,電巴車齡3年,60覺民幹線,2012-09-16,67
809,值勤中,電巴車齡3年,60覺民幹線,2012-09-16,62
810,備用中,電巴車齡3年,60覺民幹線,2012-09-16,26
811,閒置中,電巴車齡3年,60覺民幹線,2012-09-16,3
812,充電中,電巴車齡3年,60覺民幹線,2012-09-17,17
813,值勤中,電巴車齡3年,60覺民幹線,2012-09-17,60
814,備用中,電巴車齡3年,60覺民幹線,2012-09-17,46
815,閒置中,電巴車齡3年,60覺民幹線,2012-09-17,58
816,充電中,電巴車齡3年,60覺民幹線,2012-09-18,29
817,值勤中,電巴車齡3年,60覺民幹線,2012-09-18,58
818,備用中,電巴車齡3年,60覺民幹線,2012-09-18,49
819,閒置中,電巴車齡3年,60覺民幹線,2012-09-18,58
820,充電中,電巴車齡3年,60覺民幹線,2012-09-19,55
821,值勤中,電巴車齡3年,60覺民幹線,2012-09-19,7
822,備用中,電巴車齡3年,60覺民幹線,2012-09-19,11
823,閒置中,電巴車齡3年,60覺民幹線,2012-09-19,69
824,充電中,電巴車齡3年,60覺民幹線,2012-09-20,36
825,值勤中,電巴車齡3年,60覺民幹線,2012-09-20,54
826,備用中,電巴車齡3年,60覺民幹線,2012-09-20,70
827,閒置中,電巴車齡3年,60覺民幹線,2012-09-20,30
828,充電中,電巴車齡3年,60覺民幹線,2012-09-21,66
829,值勤中,電巴車齡3年,60覺民幹線,2012-09-21,51
830,備用中,電巴車齡3年,60覺民幹線,2012-09-21,100
831,閒置中,電巴車齡3年,60覺民幹線,2012-09-21,50
832,充電中,電巴車齡3年,60覺民幹線,2012-09-22,18
833,值勤中,電巴車齡3年,60覺民幹線,2012-09-22,23
834,備用中,電巴車齡3年,60覺民幹線,2012-09-22,93
835,閒置中,電巴車齡3年,60覺民幹線,2012-09-22,90
836,充電中,電巴車齡3年,60覺民幹線,2012-09-23,29
837,值勤中,電巴車齡3年,60覺民幹線,2012-09-23,42
838,備用中,電巴車齡3年,60覺民幹線,2012-09-23,98
839,閒置中,電巴車齡3年,60覺民幹線,2012-09-23,93
840,充電中,電巴車齡3年,60覺民幹線,2012-09-24,46
841,值勤中,電巴車齡3年,60覺民幹線,2012-09-24,37
842,備用中,電巴車齡3年,60覺民幹線,2012-09-24,19
843,閒置中,電巴車齡3年,60覺民幹線,2012-09-24,90
844,充電中,電巴車齡3年,60覺民幹線,2012-09-25,54
845,值勤中,電巴車齡3年,60覺民幹線,2012-09-25,64
846,備用中,電巴車齡3年,60覺民幹線,2012-09-25,14
847,閒置中,電巴車齡3年,60覺民幹線,2012-09-25,94
848,充電中,電巴車齡3年,60覺民幹線,2012-09-26,82
849,值勤中,電巴車齡3年,60覺民幹線,2012-09-26,45
850,備用中,電巴車齡3年,60覺民幹線,2012-09-26,93
851,閒置中,電巴車齡3年,60覺民幹線,2012-09-26,20
852,充電中,電巴車齡3年,60覺民幹線,2012-09-27,82
853,值勤中,電巴車齡3年,60覺民幹線,2012-09-27,57
854,備用中,電巴車齡3年,60覺民幹線,2012-09-27,12
855,閒置中,電巴車齡3年,60覺民幹線,2012-09-27,34
856,充電中,電巴車齡3年,60覺民幹線,2012-09-28,92
857,值勤中,電巴車齡3年,60覺民幹線,2012-09-28,21
858,備用中,電巴車齡3年,60覺民幹線,2012-09-28,73
